Series,Issue,Full Title,Variant Description,Publisher,Release Date,Format,Added Date,Creators
We Are Robin,1A,"We Are... Robin!, Part One",,DC Comics,24-Jun-15,Comic,11-Jan-16,Lee Bermejo | Khary Randolph | Jorge Corona
We Are Robin,3A,,,DC Comics,26-Aug-15,Comic,11-Jan-16,Lee Bermejo | Rob Haynes | Jorge Corona
We Are Robin,4A,Role Model,,DC Comics,23-Sep-15,Comic,11-Jan-16,Lee Bermejo | James Harvey | Diana Egea
We Are Robin,5,Sibling Rivalry,,DC Comics,28-Oct-15,Comic,11-Jan-16,Lee Bermejo | Jorge Corona
We Are Robin,6,"We Are... Robin!, Part Six",,DC Comics,25-Nov-15,Comic,11-Jan-16,Lee Bermejo | Rob Haynes | Carmine Di Giandomenico
We Are Robin,7,Robin War - Part Four,,DC Comics,16-Dec-15,Comic,11-Jan-16,Lee Bermejo | Carmine Di Giandomenico
Weapon H,1A,,Regular Leinil Francis Yu Cover,Marvel Comics,21-Mar-18,Comic,10-May-18,Gregory Pak | Cory Smith
"Weapon X, Vol. 1",1A,Age of Apocalypse - Unforgiven Trespasses,Newsstand Edition,Marvel Comics,10-Jan-95,Comic,23-Feb-14,Larry Hama | Adam Kubert | Dan Green
"Weapon X, Vol. 1",2,Age of Apocalypse - Fire In The Sky!,,Marvel Comics,Apr-95,Comic,23-Feb-14,Larry Hama | Adam Kubert | Dan Green
"Weapon X, Vol. 1",3,Age of Apocalypse - The Common Right Of Toads And Men,,Marvel Comics,May-95,Comic,23-Feb-14,Larry Hama | Adam Kubert | Dan Green
"Weapon X, Vol. 1",4,Age of Apocalypse - Into The Maelstrom!,,Marvel Comics,Jun-95,Comic,23-Feb-14,Larry Hama | Adam Kubert | Dan Green
"Weapon X, Vol. 3",1A,,Greg Land Regular Cover,Marvel Comics,12-Apr-17,Comic,9-Jul-17,Gregory Pak | Greg Land | Jay Leisten
"Weapon X, Vol. 3",2A,,Regular Greg Land Cover,Marvel Comics,26-Apr-17,Comic,9-Jul-17,Gregory Pak | Greg Land | Jay Leisten
"Weapon X, Vol. 3",3A,,Regular Greg Land Cover,Marvel Comics,10-May-17,Comic,9-Jul-17,Gregory Pak | Greg Land | Ibraim Roberson
"Weapon X, Vol. 3",4,,,Marvel Comics,14-Jun-17,Comic,9-Jul-17,Gregory Pak | Greg Land | Jay Leisten
"Weapon X, Vol. 3",5A,Weapons of Mutant Destruction - Part 3,Skan Srisuwan Regular Cover,Marvel Comics,12-Jul-17,Comic,6-Aug-17,Gregory Pak | Marcelo Borstelmann
"Weapon X, Vol. 3",6A,Weapons of Mutant Destruction - Part 5,Skan Srisuwan Regular Cover,Marvel Comics,26-Jul-17,Comic,5-Nov-17,Gregory Pak | Marc Borstel | Ibraim Roberson
"Weapon X, Vol. 3",7,,,Marvel Comics,23-Aug-17,Comic,5-Nov-17,Gregory Pak | Marc Borstel | Ibraim Roberson
"Weapon X, Vol. 3",8A,"The Hunt for Weapon H, Part 2",Regular Skan Cover,Marvel Comics,13-Sep-17,Comic,5-Jan-18,Gregory Pak | Fred Van Lente | Marc Borstel
"Weapon X, Vol. 3",9,"The Hunt for Weapon H, Part 3",,Marvel Comics,11-Oct-17,Comic,28-Jan-18,Gregory Pak | Fred Van Lente | Marc Borstel
"Weapon X, Vol. 3",10,"The Hunt for Weapon H, Part 4",,Marvel Comics,25-Oct-17,Comic,28-Jan-18,Gregory Pak | Fred Van Lente | Ibraim Roberson
"Weapon X, Vol. 3",11A,,Regular David Nakayama Cover,Marvel Comics,15-Nov-17,Comic,28-Jan-18,Gregory Pak | Fred Van Lente | Marc Borstel
"Weapon X, Vol. 3",12A,,Regular Rahzzah Cover,Marvel Comics,13-Dec-17,Comic,28-Jan-18,Gregory Pak | Yildiray Cinar
"Weapon X, Vol. 3",13,,,Marvel Comics,17-Jan-18,Comic,28-Jan-18,Gregory Pak | Yildiray Cinar
"Weapon X, Vol. 3",14,,,Marvel Comics,14-Feb-18,Comic,18-Feb-18,Gregory Pak | Yildaray Cinar
"Weapon X, Vol. 3",15,"Happy Birthday, Old Man Logan, Blow Up the Candles",,Marvel Comics,14-Mar-18,Comic,5-May-18,Gregory Pak | Fred Van Lente | Roland Boschi
"Weapon X, Vol. 3",16,,,Marvel Comics,18-Apr-18,Comic,5-May-18,Gregory Pak | Fred Van Lente | Roland Boschi
"Weapon X, Vol. 3",17,,,Marvel Comics,2-May-18,Comic,5-May-18,Gregory Pak | Fred Van Lente | Yildiray Cinar
"Weapon X, Vol. 3",18,,,Marvel Comics,23-May-18,Comic,25-May-18,Gregory Pak | Fred Van Lente | Yildiray Cinar
"Weapon X, Vol. 3",19,,,Marvel Comics,6-Jun-18,Comic,8-Jun-18,Gregory Pak | Fred Van Lente | Yildiray Cinar
"Weapon X, Vol. 3",20,,,Marvel Comics,4-Jul-18,Comic,12-Jul-18,Gregory Pak | Fred Van Lente | Ricardo Lopez Ortiz
"Weapon X, Vol. 3",21,"If He Dies, He Dies, Conclusion",,Marvel Comics,1-Aug-18,Comic,19-Jan-19,Gregory Pak | Fred Van Lente | Ricardo Lopez Ortiz
"Weapon X, Vol. 3",22,,,Marvel Comics,15-Aug-18,Comic,19-Jan-19,Gregory Pak | Fred Van Lente | Yildiray Cinar
Weapons of Mutant Destruction: Alpha,1A,Weapons of Mutant Destruction ,Regular Skan Cover,Marvel Comics,21-Jun-17,Comic,6-Aug-17,Gregory Pak | Mahmud A. Asrar
Web of Spider-Man Annual,5,Atlantis Attacks - Chapter Eleven: War Zone - New York,,Marvel Comics,1989,Comic,23-Feb-14,Gerry Conway | Fred Hembeck | Peter Sanderson
Web of Spider-Man Annual,6,Spidey's Totally Tiny Adventure - Part 3: Up From Slavery,,Marvel Comics,1990,Comic,23-Feb-14,Gerry Conway | Peter David | Tony Isabella
"Web of Spider-Man, Vol. 1",62,Acts of Vengeance - All That Glitters,,Marvel Comics,Mar-90,Comic,23-Feb-14,Gerry Conway | Alex Saviuk | Keith Williams
"Web of Spider-Man, Vol. 1",63,Clouds From A Distant Storm,,Marvel Comics,Apr-90,Comic,23-Feb-14,Gerry Conway | Alex Saviuk | Keith Williams
"Web of Spider-Man, Vol. 1",67,With Friends Like These,,Marvel Comics,Aug-90,Comic,23-Feb-14,Gerry Conway | Ben Trovato | Alex Saviuk
"Web of Spider-Man, Vol. 1",101,Maximum Carnage - Part 2: A Rose By Any Other Name...,First Printing,Marvel Comics,6-Apr-93,Comic,23-Feb-14,Terry Kavanagh | Alex Saviuk | Don Hudson
"Web of Spider-Man, Vol. 1",102,Maximum Carnage - Part 6: Sinking Fast,First Printing,Marvel Comics,4-May-93,Comic,23-Feb-14,Terry Kavanagh | Alex Saviuk | Don Hudson
Web of Venom: Carnage Born,1B,,Variant Ian Bederman Cover,Marvel Comics,21-Nov-18,Comic,19-Jan-19,Donny Cates | Danilo Beyruth
Web of Venom: Cult of Carnage,1A,,Regular Josh Cassara Cover,Marvel Comics,10-Apr-19,Comic,13-Feb-20,Frank Tieri | Danilo Beyruth
Web of Venom: Empyre's End,1A,,Regular Philip Tan Cover,Marvel Comics,4-Nov-20,Comic,19-Dec-20,Clay McLeod Chapman | Guiu Villanova
Web of Venom: Funeral Pyre,1A,,Regular Declan Shalvey Cover,Marvel Comics,24-Jul-19,Comic,15-Aug-19,Cullen Bunn | Alberto Jiménez Alburquerque | Joshua Cassara
Web of Venom: Unleashed,1A,,Regular Ryan Stegman Cover,Marvel Comics,9-Jan-19,Comic,4-May-19,Ryan Stegman | Kyle Hotz | Juan Gedeon
"Web of Venom: Ve'Nam, Vol. 1",1A,,Regular Ryan Stegman Cover,Marvel Comics,29-Aug-18,Comic,19-Jan-19,Donny Cates | Juanan Ramirez
Web of Venom: Wraith,1A,,Regular Kyle Hotz Cover,Marvel Comics,9-Sep-20,Comic,19-Dec-20,Donny Cates | Guiu Villanova
Web Warriors,1A,"Electroverse, Part One: Static",Julian Totino Tedesco Regular Cover,Marvel Comics,11-Nov-15,Comic,30-May-16,Mike Costa | Robbie Thompson | Denis Medri
Weirdworld,1A,Where Lost Things Go,Mike Del Mundo Regular Cover,Marvel Comics,10-Jun-15,Comic,23-Aug-15,Jason Aaron | Michael del Mundo
Weirdworld,2A,Escape From Apelantis,Michael Del Mundo Regular Cover,Marvel Comics,22-Jul-15,Comic,23-Aug-15,Jason Aaron | Michael del Mundo
Weirdworld,3A,Secret Wars - The Coming of the Slayer,Mike Del Mundo Regular Cover,Marvel Comics,19-Aug-15,Comic,23-Aug-15,Jason Aaron | Michael del Mundo
"Weirdworld, Vol. 1",4A,Secret Wars - Queen of the Man-Things,Michael Del Mundo Regular Cover,Marvel Comics,26-Aug-15,Comic,3-Oct-15,Jason Aaron | Michael del Mundo
"Weirdworld, Vol. 1",5,Secret Wars - The War of the Weird,Mike Del Mundo Regular Cover,Marvel Comics,21-Oct-15,Comic,20-Nov-15,Jason Aaron | Michael del Mundo
"Werewolf by Night, Vol. 1",1,Eye Of The Beholder!,,Marvel Comics,Sep-72,Comic,23-Feb-14,
"Werewolf by Night, Vol. 1",3,The Mystery Of The Mad Monk!,,Marvel Comics,Jan-73,Comic,23-Feb-14,Gerry Conway | Mike Ploog | Frank Chiaramonte
"The West Coast Avengers, Vol. 2",56,Darker Than Scarlet; Reunion,,Marvel Comics,Mar-90,Comic,23-Feb-14,John Byrne | Paul Ryan
"The West Coast Avengers, Vol. 2",61,The Immortus Imperative,,Marvel Comics,6-Jun-90,Comic,23-Feb-14,Dann Thomas | Roy Thomas | Paul Ryan
"The West Coast Avengers, Vol. 2",63,When Lives The Lightning,,Marvel Comics,Oct-90,Comic,23-Feb-14,Dann Thomas | Roy Thomas | Paul Ryan
"The West Coast Avengers, Vol. 2",78,"Infamous Monsters of Hollywood, Part 3: There's No Business Like...",,Marvel Comics,Jan-92,Comic,23-Feb-14,Dann Thomas | Roy Thomas | Dave Ross
"West Coast Avengers, Vol. 2 Annual",4,Atlantis Attacks - Chapter Twelve: Gather Ye Now Seven Brides,,Marvel Comics,22-Aug-89,Comic,23-Feb-14,Peter Sanderson | Mark Gruenwald | Fabian Nicieza
Wetworks Sourcebook,1,,,Image Comics,Oct-94,Comic,23-Feb-14,Francis Takenaga | Eric Shanower | Scott Clark
"Wetworks, Vol. 1",1A,,,Image Comics,Jul-94,Comic,23-Feb-14,Brandon Choi | Whilce Portacio | Scott Williams
"Wetworks, Vol. 1",2A,,,Image Comics,Aug-94,Comic,23-Feb-14,Brandon Choi | Whilce Portacio | Scott Williams
"Wetworks, Vol. 1",2B,,Variant Cover,Image Comics,Aug-94,Comic,23-Feb-14,Brandon Choi | Whilce Portacio | Scott Williams
"Wetworks, Vol. 1",4,,,Image Comics,Nov-94,Comic,23-Feb-14,Whilce Portacio | Scott Williams | John Tighe
"Wetworks, Vol. 1",6,,,Image Comics,Mar-95,Comic,23-Feb-14,Whilce Portacio | Francis Takenaga | Scott Williams
"Wetworks, Vol. 1",7,,,Image Comics,Apr-95,Comic,23-Feb-14,Tom Harrington | Whilce Portacio | Francis Takenaga
"Wetworks, Vol. 1",8,Wildstorm Rising - Part 7,,Image Comics,May-95,Comic,23-Feb-14,Steven T. Seagle | Timothy Bradstreet | Whilce Portacio
"What If, Vol. 1",35,What If Bullseye Had Not Killed Elektra?,,Marvel Comics,Oct-82,Comic,23-Feb-14,Roger Stern | Alan Zelenetz | Frank Miller
"What If, Vol. 2",1,What If The Avengers Lost The Evolutionary War?,First Printing,Marvel Comics,Jul-89,Comic,23-Feb-14,Ron Wilson | Mike Gustovich | Michael Gustovich
"What If, Vol. 2",2,What If Daredevil Had Killed The Kingpin?,First Printing,Marvel Comics,Aug-89,Comic,23-Feb-14,Danny Fingeroth | Greg Capullo | Ian Akin
"What If, Vol. 2",3,Steve Rogers Had Refused To Give Up Being Cap,,Marvel Comics,4-Jul-89,Comic,23-Feb-14,John Rozum | Sholly Fisch | Jim Valentino
"What If, Vol. 2",6,What If The X-Men Lost Inferno?,,Marvel Comics,Nov-89,Comic,23-Feb-14,Danny Fingeroth | Ron Lim | Keith Williams
"What If, Vol. 2",7,What If Wolverine Was An Agent Of S.H.I.E.L.D.?,First Printing,Marvel Comics,Dec-89,Comic,23-Feb-14,Dave Simons | John Rozum | Gary Fields
"What If, Vol. 2",10,The Punisher's Family Had Not Been Killed?,,Marvel Comics,Feb-90,Comic,23-Feb-14,Gary Fields | Steven Ringgenberg | Doug Murray
"What If, Vol. 2",11,What If The Fantastic Four All Had The Same Power?,,Marvel Comics,16-Jan-90,Comic,23-Feb-14,Jim Valentino | Chris Ivy | Steve Montano
"What If, Vol. 2",12,What If The X-Men Had Stayed In Asgard?,,Marvel Comics,13-Feb-90,Comic,23-Feb-14,Jim Valentino | Sam de la Rosa
"What If, Vol. 2",13,What If Professor X Had Become The Juggernaut?,,Marvel Comics,21-Mar-90,Comic,23-Feb-14,Kurt Busiek | Vince Mielcarek | Ian Akin
"What If, Vol. 2",15,What If The Trial Of Galactus Had Ended In Reed Richards' Execution?,,Marvel Comics,16-May-90,Comic,23-Feb-14,Roy Thomas | Greg Capullo | Sam de la Rosa
"What If, Vol. 2",16,What If Wolverine Had Lived During The Age Of Conan The Barbarian?,First Printing,Marvel Comics,Aug-90,Comic,23-Feb-14,John Rozum | Glenn Herdling | Armando Gil
"What If, Vol. 2",17,Kraven The Hunter Had Killed Spidey,,Marvel Comics,18-Jul-90,Comic,23-Feb-14,Richard Howell | Marie Severin
"What If, Vol. 2",18,What If The Fantastic Four Battled Dr. Doom Before They Gained Their Powers?,,Marvel Comics,Oct-90,Comic,23-Feb-14,Dwayne McDuffie | Barry Dutter | Rob Tokar
"What If, Vol. 2",20,What If Spider-Man Had Not Married Mary-Jane Watson?,,Marvel Comics,Dec-90,Comic,23-Feb-14,Gary Fields | Barry Dutter | Darren Auck
"What If, Vol. 2",21,Spidey Married The Black Cat?,,Marvel Comics,Jan-91,Comic,23-Feb-14,Danny Fingeroth | Jim Valentino | Chris Ivy
"What If, Vol. 2",22,The Silver Surfer Had Not Escaped Earth?,,Marvel Comics,Feb-91,Comic,23-Feb-14,Ron Marz | Ron Lim | Terry Austin
"What If, Vol. 2",23,What If The All-New All-Different X-Men Had Never Existed?,,Marvel Comics,Mar-91,Comic,23-Feb-14,Kurt Busiek | Rodney Ramos | Doug Hazlewood
"What If, Vol. 2",24,Wolverine Had Become The Lord Of Vampires,First Printing,Marvel Comics,Apr-91,Comic,23-Feb-14,Roy Thomas | R.J.M. Lofficier | Tom Morgan
"What If, Vol. 2",25,Atlantis Attacks - What If...The Marvel Super Heroes Had Lost Atlantis Attacks?,,Marvel Comics,20-Mar-91,Comic,23-Feb-14,Jim Valentino | Rik Levins | Ralph Cabrera
"What If, Vol. 2",26,The Punisher Killed Daredevil,,Marvel Comics,16-Apr-91,Comic,23-Feb-14,Kurt Busiek | Luke McDonnell
"What If, Vol. 2",27,What If The Sub-Mariner Had Joined The Fantastic Four?,,Marvel Comics,15-May-91,Comic,23-Feb-14,Ron Marz | Gavin Curtis | Sam de la Rosa
"What If, Vol. 2",28,Cap Were Not The Only Super Soldier In Ww2,,Marvel Comics,Aug-91,Comic,23-Feb-14,George Caragonne | Ron Wilson | Ralph Cabrera
"What If, Vol. 2",29,Captain America Had Formed The Avengers,,Marvel Comics,17-Jul-91,Comic,23-Feb-14,George Caragonne | Ron Wilson | Ralph Cabrera
"What If, Vol. 2",32,What If... Phoenix Had Not Died?,,Marvel Comics,Dec-91,Comic,23-Feb-14,George Caragonne | Rodney Ramos | Jan Anton Harps
"What If, Vol. 2",33,What If Phoenix Rose Again?,,Marvel Comics,20-Nov-91,Comic,23-Feb-14,George Caragonne | Rodney Ramos | Jimmy Palmiotti
"What If, Vol. 2",34,No One Was Watching The Watcher,,Marvel Comics,18-Dec-91,Comic,23-Feb-14,John Rozum | David Cullen | Scott Gimple
"What If, Vol. 2",37,"Timequake: Part 3, Wolverine And His X-Vampires Conquered The World?",First Printing,Marvel Comics,May-92,Comic,23-Feb-14,Roy Thomas | R.J.M. Lofficier | Marc Pacella
What If? AvX,1,"AvX - AvX, Part 1",,Marvel Comics,3-Jul-13,Comic,23-Feb-14,Jimmy Palmiotti | Jorge Molina | Norman Lee
What If? AvX,2,AvX ,,Marvel Comics,17-Jul-13,Comic,23-Feb-14,Jimmy Palmiotti | Jorge Molina | Rick Magyar
What If? AvX,3,AvX ,,Marvel Comics,24-Jul-13,Comic,23-Feb-14,Jimmy Palmiotti | Jorge Molina | Gerardo Sandoval
What If? AvX,4,AvX ,,Marvel Comics,31-Jul-13,Comic,23-Feb-14,Jimmy Palmiotti | Gerardo Sandoval | Jorge Molina
What The..?,25,,,Marvel Comics,1993,Comic,23-Feb-14,
"Where Monsters Dwell, Vol. 2",2,Secret Wars - 2: Meet The King,Frank Cho Regular Cover,Marvel Comics,24-Jun-15,Comic,14-Dec-15,Garth Ennis | Russell Braun
"Where Monsters Dwell, Vol. 2",4,"Secret Wars - 4: See, The Conqu'ring Hero Comes",Frank Cho Regular Cover,Marvel Comics,26-Aug-15,Comic,14-Dec-15,Garth Ennis | Russell Braun
"Where Monsters Dwell, Vol. 2",5,Secret Wars - 5: What Comes Of Empire-Building,Frank Cho Regular Cover,Marvel Comics,28-Oct-15,Comic,14-Dec-15,Garth Ennis | Russell Braun
Whiteout,1A,Whiteout,,Oni Press,Jul-98,Comic,23-Feb-14,Greg Rucka | Steve Lieber
Wild Cards,1,Heart Of The Matter,,Marvel Comics,Sep-90,Squarebound,23-Feb-14,Lewis Shiner | Melinda Snodgrass | Howard Waldrop
WildC.A.T.s / Aliens,1B,Wildc.A.T.S / Aliens,Chris Sprouse Variant,Image Comics and Dark Horse Comics,Aug-98,Comic,23-Feb-14,Warren Ellis | Chris Sprouse | Kevin Nowlan
WildC.A.T.s Adventures,1,,,Image Comics,Sep-94,Comic,23-Feb-14,Jeff Mariotte | Jim Lee | Ty Templeton
"WildC.A.T.s, Vol. 1",1A,Resurrection Day,,Image Comics,Aug-92,Comic,23-Feb-14,Brandon Choi | Jim Lee | Scott Williams
"WildC.A.T.s, Vol. 1",2B,Revelations,Foil Prism cover,Image Comics,Oct-92,Comic,23-Feb-14,Brandon Choi | Whilce Portacio | Jim Lee
"WildC.A.T.s, Vol. 1",3,Reunification,,Image Comics,Dec-92,Comic,23-Feb-14,Brandon Choi | Jim Lee | Scott Williams
"WildC.A.T.s, Vol. 1",4,Resolution,,Image Comics,Mar-93,Comic,23-Feb-14,Brandon Choi | Jim Lee | Scott Williams
"WildC.A.T.s, Vol. 1",5,"Killer Instinct, Prologue: First Blood",,Image Comics,Nov-93,Comic,23-Feb-14,Brandon Choi | Jim Lee | Scott Williams
"WildC.A.T.s, Vol. 1",6A,"Killer Instinct, Chapter One",,Image Comics,Dec-93,Comic,23-Feb-14,Brandon Choi | Jim Lee | Scott Williams
"WildC.A.T.s, Vol. 1",7A,"Killer Instinct, Chapter Three: Showdown",,Image Comics,Jan-94,Comic,23-Feb-14,Brandon Choi | Jim Lee | Scott Williams
"WildC.A.T.s, Vol. 1",8,Down Time / Passed Lives,,Image Comics,Feb-94,Comic,23-Feb-14,Brandon Choi | Jim Lee | Steven T. Seagle
"WildC.A.T.s, Vol. 1",9,Past Time / The Bonds Of Blood & Steel,,Image Comics,Mar-94,Comic,23-Feb-14,Jeff Mariotte | Brandon Choi | Jim Lee
"WildC.A.T.s, Vol. 1",10,"Gateway, Part 1",,Image Comics,Apr-94,Comic,23-Feb-14,H.K. Proger | Chris Claremont | Jim Lee
"WildC.A.T.s, Vol. 1",11A,"Gateway, Part 2",,Image Comics,Jun-94,Comic,23-Feb-14,H.K. Proger | Chris Claremont | Brett Booth
"WildC.A.T.s, Vol. 1",11B,"Gateway, Part 2",Variant Cover,Image Comics,1994,Comic,23-Feb-14,H.K. Proger | Chris Claremont | Brett Booth
"WildC.A.T.s, Vol. 1",12,A Gathering Of Eagles,,Image Comics,Aug-94,Comic,23-Feb-14,Chris Claremont | Jim Lee | Scott Williams
"WildC.A.T.s, Vol. 1",13,Hellc.A.T.S.,,Image Comics,Sep-94,Comic,23-Feb-14,Chris Claremont | Dan Norton | Richard Johnson
"WildC.A.T.s, Vol. 1",14,,,Image Comics,Sep-94,Comic,23-Feb-14,Erik Larsen
"WildC.A.T.s, Vol. 1",15,,,Image Comics,Nov-94,Comic,23-Feb-14,James Robinson | Travis Charest | Troy Hubbs
"WildC.A.T.s, Vol. 1",16,End Program,,Image Comics,Dec-94,Comic,23-Feb-14,James Robinson | Travis Charest | Troy Hubbs
"WildC.A.T.s, Vol. 1",17,,,Image Comics,Jan-95,Comic,23-Feb-14,James Robinson | Travis Charest | Salvador Larroca
"WildC.A.T.s, Vol. 1",18,"Hard Hunt, Part 1: Wedding Day Jitters",,Image Comics,Mar-95,Comic,23-Feb-14,James Robinson | Travis Charest | Jeff Rebner
"WildC.A.T.s, Vol. 1",19,"Hard Hunt, Part 2: Wing And A Prayer",,Image Comics,Apr-95,Comic,23-Feb-14,James Robinson | Jim Lee | Terry Dodson
"WildC.A.T.s, Vol. 1",20,Wildstorm Rising - Part 2,,Image Comics,May-95,Comic,23-Feb-14,James Robinson | Travis Charest | Mat Broome
"WildC.A.T.s, Vol. 1",21,,,Image Comics,Jul-95,Comic,23-Feb-14,Alan Moore | Travis Charest | Joe Quesada
"WildC.A.T.s, Vol. 1",22,Cat's Cradle,,Image Comics,Aug-95,Comic,23-Feb-14,Alan Moore | Kevin Maguire | Jason Johnson
WildC.A.T.S. Special,1,Destiny's Hand,,Image Comics,Nov-93,Comic,23-Feb-14,Steve Gerber | Travis Charest | Scott Williams
WildC.A.T.S. Trilogy,1A,,Chromium Cover,Image Comics,Jun-93,Comic,23-Feb-14,Brandon Choi | Daffyd Wyn | Jae Lee
WildC.A.T.S. Trilogy,2,Hell Hath No Fury...,,Image Comics,Sep-93,Comic,23-Feb-14,Brandon Choi | Daffyd Wyn | Jae Lee
WildC.A.T.S. Trilogy,3,Witches' Brew,,Image Comics,Dec-93,Comic,23-Feb-14,Brandon Choi | Daffyd Wyn | Jae Lee
Wildstar: Sky Zero,1A,"Born Under A Bad Sign, Part 1",,Image Comics,Mar-93,Comic,23-Feb-14,Al Gordon | Jerry Ordway
Wildstar: Sky Zero,2,"Born Under A Bad Sign, Part 2",,Image Comics,May-93,Comic,23-Feb-14,Al Gordon | Jerry Ordway
Wildstar: Sky Zero,3,"Born Under A Bad Sign, Part 3",,Image Comics,Sep-93,Comic,23-Feb-14,Al Gordon | Jerry Ordway
Wildstar: Sky Zero,4,"Born Under A Bad Sign, Part 4",,Image Comics,Nov-93,Comic,23-Feb-14,Al Gordon | Keith Giffen | Mike Zeck
Wildstorm Rising,1,Wildstorm Rising - Part 1,,Image Comics,May-95,Comic,23-Feb-14,Barry Windsor-Smith | James Robinson | John Floyd
Wildstorm Rising,2,Wildstorm Rising - Part 10,,Image Comics,Jun-95,Comic,23-Feb-14,Ron Marz | Kevin Maguire | Brett Booth
William Gibson's Alien 3,1A,The Unproduced Screenplay,Regular Johnnie Christmas Cover,Dark Horse Comics,14-Nov-18,Comic,27-Aug-19,William Gibson | Johnnie Christmas
William Gibson's Alien 3,2A,,Johnnie Christmas & Tamra Bonvillain Cover,Dark Horse Comics,12-Dec-18,Comic,27-Aug-19,Johnnie Christmas
William Gibson's Alien 3,3A,,Johnnie Christmas & Tamra Bonvillain Cover,Dark Horse Comics,9-Jan-19,Comic,27-Aug-19,Johnnie Christmas
William Gibson's Alien 3,4B,,Variant Tradd Moore Cover,Dark Horse Comics,13-Feb-19,Comic,27-Aug-19,Johnnie Christmas
William Gibson's Alien 3,5A,,,Dark Horse Comics,27-Mar-19,Comic,27-Aug-19,Johnnie Christmas
Witchblade,13,,First Printing,Image Comics,Apr-97,Comic,23-Feb-14,Michael Turner | D-Tron
Witchblade,14A,,First Printing,Image Comics,Apr-97,Comic,23-Feb-14,Michael Turner | D-Tron
Witchblade,20,,First Printing,Image Comics,Feb-98,Comic,23-Feb-14,David Wohl | Christina Z. | Michael Turner
Witchblade,21,,First Printing,Image Comics,Mar-98,Comic,23-Feb-14,David Wohl | Christina Z. | Brian Ching
Witchblade,22,,First Printing,Image Comics,May-98,Comic,23-Feb-14,David Wohl | Christina Z. | Brian Ching
Witchblade,23,,First Printing,Image Comics,Jun-98,Comic,23-Feb-14,David Wohl | Christina Z. | Clarence Lansang
Witchblade,24A,,Randy Green,Image Comics,Jul-98,Comic,23-Feb-14,David Wohl | Christina Z. | Jason Pearson
Wolfpack,2,Wheels,,Marvel Comics,1988,Comic,23-Feb-14,Larry Hama | Ron Wilson | Kyle Baker
Wolverine & the X-Men,1A,Regenesis - Welcome To The X-Men! Now Die!,Chris Bachalo Regular Cover,Marvel Comics,26-Oct-11,Comic,23-Feb-14,Jason Aaron | Chris Bachalo | Al Vey
Wolverine & the X-Men,2A,Regenesis ,Chris Bachalo Regular Cover,Marvel Comics,23-Nov-11,Comic,23-Feb-14,Jason Aaron | Chris Bachalo | Tim Townsend
Wolverine & the X-Men,9A,"AvX - Day Of The Phoenix, Dark Night Of The Soul",Regular Chris Bachalo Cover,Marvel Comics,18-Apr-12,Comic,23-Feb-14,Jason Aaron | Chris Bachalo | Al Vey
Wolverine & the X-Men,10,AvX - Avengers vs. X-Men...vs. X-Men,,Marvel Comics,9-May-12,Comic,23-Feb-14,Jason Aaron | Chris Bachalo | Victor Olazaba
Wolverine & the X-Men,11,AvX - Got Hope?,,Marvel Comics,30-May-12,Comic,23-Feb-14,Jason Aaron | Nick Bradshaw | Walden Wong
Wolverine & the X-Men,12,AvX - Hounded,,Marvel Comics,27-Jun-12,Comic,23-Feb-14,Jason Aaron | Chris Bachalo | Victor Olazaba
Wolverine & the X-Men,13,AvX - Born Warbird,Nick Bradshaw Regular Cover,Marvel Comics,11-Jul-12,Comic,23-Feb-14,Jason Aaron | Nick Bradshaw | Walden Wong
Wolverine & the X-Men,14,AvX - My Dinner With The Phoenix,Nick Bradshaw Regular Cover,Marvel Comics,25-Jul-12,Comic,23-Feb-14,Jason Aaron | Jorge Molina | Norman Lee
Wolverine & the X-Men,15,AvX - On The Eve Of Battle,,Marvel Comics,29-Aug-12,Comic,23-Feb-14,Jason Aaron | Jorge Molina | Norman Lee
Wolverine & the X-Men,16,AvX - The Fires Of Hell A-Glowing,,Marvel Comics,12-Sep-12,Comic,23-Feb-14,Jason Aaron | Chris Bachalo | Al Vey
Wolverine & the X-Men,27AU,Age of Ultron - Age Of Ultron: Road Trip,Mike Deodato Jr. Regular Cover,Marvel Comics,17-Apr-13,Comic,23-Feb-14,Matt Kindt | Paco Medina | John Buscema
Wolverine & the X-Men,36A,Battle of the Atom - Chapter 5,Regular Arthur Adams Cover,Marvel Comics,25-Sep-13,Comic,23-Feb-14,Jason Aaron | Giuseppe Camuncoli | Andrew Currie
Wolverine & the X-Men,37A,Battle of the Atom - Chapter 9,Regular Ed McGuinness Cover,Marvel Comics,23-Oct-13,Comic,23-Feb-14,Jason Aaron | Giuseppe Camuncoli | Andrew Currie
Wolverine Saga,1,Beginnings,,Marvel Comics,Sep-89,Comic,23-Feb-14,Peter Sanderson | John Bolton | Dave Cockrum
Wolverine Saga,2,The Animal Unleashed,,Marvel Comics,Nov-89,Comic,23-Feb-14,Peter Sanderson | John Bolton | Frank Miller
Wolverine Saga,3,The Man Reborn,,Marvel Comics,Dec-89,Comic,23-Feb-14,Peter Sanderson | Al Milgrom | John Byrne
Wolverine Saga,4,The Hero Triumphant,,Marvel Comics,15-Dec-89,Comic,23-Feb-14,Peter Sanderson | Al Milgrom | Barry Windsor-Smith
